Model,Location,MAPE,horizon,reference_date
CEPH-Rtrend_fluH,01,0.3577981651376147,0,2024-02-10
CEPH-Rtrend_fluH,02,0.09090909090909091,0,2024-02-10
CEPH-Rtrend_fluH,04,0.13114754098360656,0,2024-02-10
CEPH-Rtrend_fluH,05,0.32989690721649484,0,2024-02-10
CEPH-Rtrend_fluH,06,0.2650862068965517,0,2024-02-10
CEPH-Rtrend_fluH,08,0.29591836734693877,0,2024-02-10
CEPH-Rtrend_fluH,09,0.5,0,2024-02-10
CEPH-Rtrend_fluH,10,0.16,0,2024-02-10
CEPH-Rtrend_fluH,11,0.5714285714285714,0,2024-02-10
CEPH-Rtrend_fluH,12,0.38405797101449274,0,2024-02-10
CEPH-Rtrend_fluH,13,0.17532467532467533,0,2024-02-10
CEPH-Rtrend_fluH,15,1.0,0,2024-02-10
CEPH-Rtrend_fluH,16,0.19672131147540983,0,2024-02-10
CEPH-Rtrend_fluH,17,0.104,0,2024-02-10
CEPH-Rtrend_fluH,18,0.17453798767967146,0,2024-02-10
CEPH-Rtrend_fluH,19,0.0625,0,2024-02-10
CEPH-Rtrend_fluH,20,0.02877697841726619,0,2024-02-10
CEPH-Rtrend_fluH,21,0.4119718309859155,0,2024-02-10
CEPH-Rtrend_fluH,22,0.020618556701030927,0,2024-02-10
CEPH-Rtrend_fluH,23,0.23376623376623376,0,2024-02-10
CEPH-Rtrend_fluH,24,0.4144144144144144,0,2024-02-10
CEPH-Rtrend_fluH,25,0.027777777777777776,0,2024-02-10
CEPH-Rtrend_fluH,26,0.3042168674698795,0,2024-02-10
CEPH-Rtrend_fluH,27,0.2682926829268293,0,2024-02-10
CEPH-Rtrend_fluH,28,0.2558139534883721,0,2024-02-10
CEPH-Rtrend_fluH,29,0.18604651162790697,0,2024-02-10
CEPH-Rtrend_fluH,30,0.4634146341463415,0,2024-02-10
CEPH-Rtrend_fluH,31,0.05555555555555555,0,2024-02-10
CEPH-Rtrend_fluH,32,0.08571428571428572,0,2024-02-10
CEPH-Rtrend_fluH,33,0.046511627906976744,0,2024-02-10
CEPH-Rtrend_fluH,34,0.18885448916408668,0,2024-02-10
CEPH-Rtrend_fluH,35,0.4358974358974359,0,2024-02-10
CEPH-Rtrend_fluH,36,0.2838541666666667,0,2024-02-10
CEPH-Rtrend_fluH,37,0.011494252873563218,0,2024-02-10
CEPH-Rtrend_fluH,38,0.03225806451612903,0,2024-02-10
CEPH-Rtrend_fluH,39,0.3130148270181219,0,2024-02-10
CEPH-Rtrend_fluH,40,0.12931034482758622,0,2024-02-10
CEPH-Rtrend_fluH,41,0.21839080459770116,0,2024-02-10
CEPH-Rtrend_fluH,42,0.01647058823529412,0,2024-02-10
CEPH-Rtrend_fluH,44,0.3333333333333333,0,2024-02-10
CEPH-Rtrend_fluH,45,0.11363636363636363,0,2024-02-10
CEPH-Rtrend_fluH,46,0.2777777777777778,0,2024-02-10
CEPH-Rtrend_fluH,47,0.21428571428571427,0,2024-02-10
CEPH-Rtrend_fluH,48,0.2806666666666667,0,2024-02-10
CEPH-Rtrend_fluH,49,0.125,0,2024-02-10
CEPH-Rtrend_fluH,50,0.45,0,2024-02-10
CEPH-Rtrend_fluH,51,0.2413793103448276,0,2024-02-10
CEPH-Rtrend_fluH,53,0.1,0,2024-02-10
CEPH-Rtrend_fluH,54,0.3053435114503817,0,2024-02-10
CEPH-Rtrend_fluH,55,0.02247191011235955,0,2024-02-10
CEPH-Rtrend_fluH,56,0.18181818181818182,0,2024-02-10
CEPH-Rtrend_fluH,US,0.21856467554791578,0,2024-02-10
CEPH-Rtrend_fluH,01,0.08333333333333333,0,2024-02-17
CEPH-Rtrend_fluH,02,3.5,0,2024-02-17
CEPH-Rtrend_fluH,04,0.5637254901960784,0,2024-02-17
CEPH-Rtrend_fluH,05,0.13565891472868216,0,2024-02-17
CEPH-Rtrend_fluH,06,0.25146198830409355,0,2024-02-17
CEPH-Rtrend_fluH,08,0.0072992700729927005,0,2024-02-17
CEPH-Rtrend_fluH,09,0.09243697478991597,0,2024-02-17
CEPH-Rtrend_fluH,10,0.3888888888888889,0,2024-02-17
CEPH-Rtrend_fluH,11,0.3157894736842105,0,2024-02-17
CEPH-Rtrend_fluH,12,0.0943952802359882,0,2024-02-17
CEPH-Rtrend_fluH,13,0.2084942084942085,0,2024-02-17
CEPH-Rtrend_fluH,15,1.4,0,2024-02-17
CEPH-Rtrend_fluH,16,0.2542372881355932,0,2024-02-17
CEPH-Rtrend_fluH,17,0.16412213740458015,0,2024-02-17
CEPH-Rtrend_fluH,18,0.11161731207289294,0,2024-02-17
CEPH-Rtrend_fluH,19,0.10483870967741936,0,2024-02-17
CEPH-Rtrend_fluH,20,0.5675675675675675,0,2024-02-17
CEPH-Rtrend_fluH,21,0.07446808510638298,0,2024-02-17
CEPH-Rtrend_fluH,22,0.5764705882352941,0,2024-02-17
CEPH-Rtrend_fluH,23,0.10465116279069768,0,2024-02-17
CEPH-Rtrend_fluH,24,0.3170731707317073,0,2024-02-17
CEPH-Rtrend_fluH,25,0.322265625,0,2024-02-17
CEPH-Rtrend_fluH,26,0.053246753246753244,0,2024-02-17
CEPH-Rtrend_fluH,27,0.12138728323699421,0,2024-02-17
CEPH-Rtrend_fluH,28,0.5531914893617021,0,2024-02-17
CEPH-Rtrend_fluH,29,0.23163841807909605,0,2024-02-17
CEPH-Rtrend_fluH,30,0.7083333333333334,0,2024-02-17
CEPH-Rtrend_fluH,31,0.12962962962962962,0,2024-02-17
CEPH-Rtrend_fluH,32,0.6470588235294118,0,2024-02-17
CEPH-Rtrend_fluH,33,0.0,0,2024-02-17
CEPH-Rtrend_fluH,34,0.2810810810810811,0,2024-02-17
CEPH-Rtrend_fluH,35,0.136986301369863,0,2024-02-17
CEPH-Rtrend_fluH,36,0.1888466413181242,0,2024-02-17
CEPH-Rtrend_fluH,37,0.41899441340782123,0,2024-02-17
CEPH-Rtrend_fluH,38,0.4482758620689655,0,2024-02-17
CEPH-Rtrend_fluH,39,0.20655737704918034,0,2024-02-17
CEPH-Rtrend_fluH,40,0.04884318766066838,0,2024-02-17
CEPH-Rtrend_fluH,41,0.16923076923076924,0,2024-02-17
CEPH-Rtrend_fluH,42,0.2778904665314402,0,2024-02-17
CEPH-Rtrend_fluH,44,0.20689655172413793,0,2024-02-17
CEPH-Rtrend_fluH,45,0.2692307692307692,0,2024-02-17
CEPH-Rtrend_fluH,46,0.46153846153846156,0,2024-02-17
CEPH-Rtrend_fluH,47,0.2512820512820513,0,2024-02-17
CEPH-Rtrend_fluH,48,0.24266666666666667,0,2024-02-17
CEPH-Rtrend_fluH,49,0.42105263157894735,0,2024-02-17
CEPH-Rtrend_fluH,50,0.09523809523809523,0,2024-02-17
CEPH-Rtrend_fluH,51,0.3128205128205128,0,2024-02-17
CEPH-Rtrend_fluH,53,0.2602739726027397,0,2024-02-17
CEPH-Rtrend_fluH,54,0.3695652173913043,0,2024-02-17
CEPH-Rtrend_fluH,55,0.18181818181818182,0,2024-02-17
CEPH-Rtrend_fluH,56,0.5454545454545454,0,2024-02-17
CEPH-Rtrend_fluH,US,0.17291273478925137,0,2024-02-17
CEPH-Rtrend_fluH,01,0.1839080459770115,0,2024-02-24
CEPH-Rtrend_fluH,02,0.75,0,2024-02-24
CEPH-Rtrend_fluH,04,0.1568627450980392,0,2024-02-24
CEPH-Rtrend_fluH,05,0.31272727272727274,0,2024-02-24
CEPH-Rtrend_fluH,06,0.23344370860927152,0,2024-02-24
CEPH-Rtrend_fluH,08,0.24031007751937986,0,2024-02-24
CEPH-Rtrend_fluH,09,0.4093567251461988,0,2024-02-24
CEPH-Rtrend_fluH,10,0.20833333333333334,0,2024-02-24
CEPH-Rtrend_fluH,11,0.1111111111111111,0,2024-02-24
CEPH-Rtrend_fluH,12,0.20193861066235863,0,2024-02-24
CEPH-Rtrend_fluH,13,0.20833333333333334,0,2024-02-24
CEPH-Rtrend_fluH,15,0.35714285714285715,0,2024-02-24
CEPH-Rtrend_fluH,16,0.37777777777777777,0,2024-02-24
CEPH-Rtrend_fluH,17,0.1540880503144654,0,2024-02-24
CEPH-Rtrend_fluH,18,0.28162291169451076,0,2024-02-24
CEPH-Rtrend_fluH,19,0.21656050955414013,0,2024-02-24
CEPH-Rtrend_fluH,20,1.2560975609756098,0,2024-02-24
CEPH-Rtrend_fluH,21,0.06810035842293907,0,2024-02-24
CEPH-Rtrend_fluH,22,0.43617021276595747,0,2024-02-24
CEPH-Rtrend_fluH,23,0.18840579710144928,0,2024-02-24
CEPH-Rtrend_fluH,24,0.0423728813559322,0,2024-02-24
CEPH-Rtrend_fluH,25,0.13174946004319654,0,2024-02-24
CEPH-Rtrend_fluH,26,0.2166324435318275,0,2024-02-24
CEPH-Rtrend_fluH,27,0.015723270440251572,0,2024-02-24
CEPH-Rtrend_fluH,28,0.16363636363636364,0,2024-02-24
CEPH-Rtrend_fluH,29,0.3436123348017621,0,2024-02-24
CEPH-Rtrend_fluH,30,0.5454545454545454,0,2024-02-24
CEPH-Rtrend_fluH,31,0.4166666666666667,0,2024-02-24
CEPH-Rtrend_fluH,32,0.5348837209302325,0,2024-02-24
