Location,Epidemic,Medium,High,Very High
US,1.439234008563087,2.1780811860523666,7.2162702265979215,12.253325432197263
01,1.6669611438958847,1.5833154108174934,7.712734434915341,15.528873134665044
02,1.2223173950557324,1.2057819102106069,9.552024919921848,23.84346394434986
04,2.445620317665478,3.864682339318034,12.899222513266931,21.97475052381178
05,2.527054799237199,4.079638843686591,13.270544674324134,22.351491375932017
06,0.6372093054599648,1.0974490200985259,6.731178041239078,15.00551427323028
08,0.7748175927989669,2.6078969113662533,5.456536337104661,7.561907326203034
09,1.4827546086828538,2.527119041912585,9.021282039039148,15.831850000341621
10,0.690376765715356,1.7052444791464798,5.955512790887969,10.350926011354717
11,1.7223470838256283,1.631453504101444,10.495027192230197,23.894258058309774
12,2.036907212687629,1.7836856484272854,7.19100323120594,13.31688633718639
13,1.4251337730306082,1.1477921208343622,5.995699609088517,12.45029240406052
15,1.0715177089878076,0.7197880421328546,3.1641927832696624,6.0882061349621335
16,0.7416085352745551,2.306297566615078,11.197153914178969,22.511214630856706
17,1.059623253730724,1.7396245438590927,6.074383065850963,10.556604942274975
18,2.1689635876131117,2.9033648170284234,10.356382681957479,18.168662217929256
19,1.3999103188604103,2.528185104660732,8.025693798222665,13.372671872014775
20,1.5430429411360704,2.278292565525108,7.473306800325843,12.633909997394499
21,1.9614818472055482,3.0968483398947177,11.735051364998949,21.144914247877143
22,1.5524599864984552,1.9916954709311274,7.103455527661802,12.461149827806459
23,1.0652069089304477,2.8509839452027954,11.200093794366936,20.50524636467705
24,0.7506009598492156,1.673067708477253,6.066056637611703,10.718980475458308
25,1.599867519301498,3.5493666563517614,10.60529459534667,17.20414690376236
26,1.994434751809362,2.9834484567923143,9.509510267206315,15.873557316027902
27,0.992608479338531,1.4132749618265636,5.772082243387711,10.750686584401821
28,2.5334675530754005,2.656927313074382,10.371436837419274,18.934724361609966
29,1.7678148641720823,3.0012272016894816,11.697009852720722,21.339926330908035
30,1.445511041559124,3.2725675532395826,10.657358038239485,17.959143330037843
31,1.2147864337886078,2.7356856193832564,5.934815761433011,8.35732293412061
32,1.0586739318927825,2.7706313280865618,7.440807721641479,11.514704021283157
33,0.7673808833643161,2.0913281794092886,6.167324661811837,9.946930412008259
34,1.4731425691667241,2.379972364761007,8.277562874932308,14.360385226136723
35,1.8432755232377651,4.118393807571193,15.311766665034842,27.358483046682103
36,1.2434616811119361,2.2039803551532837,8.41745637533428,15.21977241563564
37,1.107395977141096,1.4105144512270684,7.0123051570349055,14.246251481817698
38,1.8960129079564743,1.9785211233688405,11.328710175063062,24.498490779509268
39,1.566224108550378,2.215974980077718,8.629997047556778,15.739204103552218
40,2.6965521839839486,4.9556763683769685,15.734154637896909,26.218541169908185
41,0.9450341253683153,1.4281580510051561,9.557893059259756,22.14441702772083
42,1.5348572160225342,2.664020237979468,8.594660545838357,14.423345375985509
44,0.4552647758210207,1.2004982483350495,5.760447589423538,11.521112303107765
45,1.4816590285383273,1.6937891526407325,8.192660301984636,16.44361264441037
46,1.5965977361863546,2.8724580483779056,9.25155154061478,15.514187901158671
47,1.291263814954478,1.7280600623088522,8.261498510617026,16.49651338419748
48,1.797665110904171,2.5716417526933353,6.620368519968214,10.055313887619024
49,0.4121223655607341,0.6644883089382008,1.8731454548362303,2.9614537170440305
50,0.8619974631622193,2.320427554947882,8.256602816798823,14.469114481003455
51,1.6653384347644664,1.5424238243722517,6.697189869505346,12.815801874638295
53,0.71060600124941,1.1438304095165819,6.2544095684532035,13.252526346780657
54,1.3830746418883735,4.500971953077801,14.718063328799305,24.847058711154034
55,1.2961424584491317,2.090057625636508,7.526126763535489,13.258718688114937
56,1.6765179714108727,2.8197718859462406,14.239085799922243,29.128676972889718
72,1.7171665361130413,2.0372503935738813,4.64956657148406,6.695887770792208
