location,reference_date,decrease,increase,stable
01,2023-10-14,0.0001876717008746,0.025011280221001932,0.9748010480781234
01,2023-10-21,7.944801088644825e-05,0.050940966301441834,0.9489795856876716
01,2023-10-28,5.33486451904695e-06,0.06994809241350175,0.9300465727219792
01,2023-11-04,1.6528507734301175e-05,0.0289448823739001,0.9710385891183656
01,2023-11-11,2.730983867382505e-06,0.06243308708451794,0.9375641819316146
01,2023-11-18,1.894580154002262e-06,0.08325169049158625,0.9167464149282596
01,2023-11-25,1.0311142149495642e-05,0.4259885597044019,0.5740011291534486
01,2023-12-02,0.007004622568493031,0.1117507173892995,0.8812446600422074
01,2023-12-09,6.092038355679895e-06,0.6962063128963702,0.303787595065274
01,2023-12-16,0.0005037047547557301,0.4537586076635769,0.5457376875816672
01,2023-12-23,0.0002499291489412429,0.6975043026255614,0.3022457682254973
01,2023-12-30,0.0004914260945673108,0.8185533079854692,0.1809552659199634
01,2024-01-06,0.46511368530971764,0.0499632167432122,0.48492309794707
01,2024-01-13,0.7758829102406855,0.007949306943318237,0.2161677828159961
01,2024-01-20,0.9890555554821304,6.866143994543883e-05,0.0108757830779241
01,2024-01-27,0.7761561645162439,0.00416688128231006,0.2196769542014458
01,2024-02-03,0.4049245786416311,0.025855796286398298,0.5692196250719704
01,2024-02-10,0.6510709963263914,0.002077309794031473,0.346851693879577
01,2024-02-17,0.14128081769403597,0.026122849598561416,0.8325963327074025
01,2024-02-24,0.046647604152569376,0.1142136859938913,0.8391387098535392
01,2024-03-02,0.6050090407262596,0.001324599423265982,0.3936663598504744
01,2024-03-09,0.06095481951280456,0.03740891170309018,0.9016362687841052
01,2024-03-16,0.03173743215507598,0.057570961010497565,0.9106916068344264
01,2024-03-23,0.09879612249051066,0.01830306352086754,0.8829008139886216
01,2024-03-30,0.2342019376370273,0.0026283068709298313,0.7631697554920428
01,2024-04-06,0.004750729616281749,0.027116557976864426,0.9681327124068536
01,2024-04-13,0.04170233840706995,0.004938704338234501,0.9533589572546954
01,2024-04-20,0.0010989292940878,0.0014646533058924479,0.9974364174000196
01,2024-04-27,0.0034871364372638,0.003694572629171373,0.9928182909335648
01,2024-05-04,0.0570938246260532,7.316971929638427e-05,0.9428330056546504
01,2024-11-23,0.0042156595672916,0.1562860749068869,0.8394982655258214
01,2024-11-30,0.0081640532969607,0.1912586577708274,0.8005772889322119
01,2024-12-07,0.0333890654361581,0.20994263853428993,0.7566682960295519
01,2024-12-14,0.055903241685874,0.4034754799720378,0.5406212783420881
01,2024-12-21,0.0036565396862488,0.9409099272619416,0.0554335330518095
01,2024-12-28,0.8675018978264727,0.044996429441057,0.0875016727324701
02,2023-10-14,0.0001311231042487,0.0290176518700234,0.9708512250257276
02,2023-10-21,9.830989641832727e-07,0.1456472849443563,0.8543517319566793
02,2023-10-28,0.10650213976852606,0.1341938305213338,0.75930402971014
02,2023-11-04,0.10996878164099928,0.31440332355883405,0.5756278948001666
02,2023-11-11,0.1934971929812425,0.3216056496633708,0.4848971573553865
02,2023-11-18,0.15914056724503908,0.4200352634792056,0.4208241692757551
02,2023-11-25,0.9018416025840559,0.0098519850665,0.088306412349444
02,2023-12-02,0.11938168910254351,0.2212305079729316,0.6593878029245248
02,2023-12-09,0.04052515658608481,0.2871958772563986,0.6722789661575164
02,2023-12-16,0.12737134262528602,0.1521357950691497,0.7204928623055642
02,2023-12-23,0.05187950879876628,0.0868629166827972,0.8612575745184364
02,2023-12-30,2.5313707178632032e-08,0.5401110720434995,0.4598889026427932
02,2024-01-06,5.1227657042493885e-09,0.7240635292093791,0.2759364656678552
02,2024-01-13,5.048368101216392e-07,0.2560144732034124,0.7439850219597773
02,2024-01-20,1.973266530384649e-06,0.23141319449093178,0.7685848322425377
02,2024-01-27,5.048368101216392e-07,0.2560144732034124,0.7439850219597773
02,2024-02-03,1.4360092358059908e-07,0.2480951174343168,0.7519047389647595
02,2024-02-10,1.973266530384649e-06,0.1758629143433425,0.824135112390127
02,2024-02-17,2.661507682288616e-07,0.2664710142171297,0.733528719632102
02,2024-02-24,0.1824934157135644,0.0187022160225548,0.7988043682638806
02,2024-03-02,1.973266530384649e-06,0.3024109041557596,0.6975871225777099
02,2024-03-09,0.007245639912798421,0.1574576740933621,0.8352966859938393
02,2024-03-16,0.06708289565701424,0.0681974766885165,0.8647196276544691
02,2024-03-23,2.336383726434561e-06,0.1921159916439767,0.8078816719722968
