reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon,model
2023-05-13,wk inc flu hosp,2023-05-13,01,point,nan,6.423078752163885,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.01,0.0,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.025,0.2117518548966144,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.05,0.7868046227735264,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.1,1.630737536260663,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.15,2.3188403906987625,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.2,2.938378949991893,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.25,3.5234693598503695,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.3,4.09256436228127,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.35,4.657905196967555,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.4,5.229041709240141,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.45,5.814542285624671,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.5,6.4230787521638835,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.55,7.064359395584159,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.6,7.750203237223643,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.65,8.496078061926529,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.7,9.323652747951614,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.75,10.265553375880144,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.8,11.37534532448072,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.85,12.7519190341059,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.9,14.614306806542444,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.95,17.651016035855164,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.975,20.56222779702687,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,01,quantile,0.99,24.28404273523609,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,02,point,nan,4.165197224869165,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,02,quantile,0.01,0.0,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,02,quantile,0.025,0.0,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,02,quantile,0.05,0.0,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,02,quantile,0.1,0.2720585058248237,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,02,quantile,0.15,0.8519284528907685,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,02,quantile,0.2,1.37218093944862,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,02,quantile,0.25,1.8581936528645089,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,02,quantile,0.3,2.3246521576264905,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,02,quantile,0.35,2.7814382750983433,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,02,quantile,0.4,3.236127593852107,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,02,quantile,0.45,3.695269513491296,0,MIGHTE-Nsemble
2023-05-13,wk inc flu hosp,2023-05-13,02,quantile,0.5,4.165197224869165,0,MIGHTE-Nsemble
