reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon,model
2023-05-06,wk inc flu hosp,2023-05-06,01,point,nan,9.80116213934537,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.01,0.6276047915812479,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.025,1.4350297588025636,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.05,2.2980656428969364,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.1,3.503217411966604,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.15,4.452018242520247,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.2,5.288215175700442,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.25,6.065716428388883,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.3,6.812659841986982,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.35,7.547013804119528,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.4,8.282223636925188,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.45,9.02985264135916,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.5,9.801162139345372,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.55,10.608371686442869,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.6,11.466017114739262,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.65,12.392817762418751,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.7,13.414714730117112,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.75,14.570482451318435,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.8,15.923455258167746,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.85,17.590096112221996,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.9,19.82742722091487,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.95,23.439952636393087,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.975,26.869670243563796,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,01,quantile,0.99,31.2161910695798,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,point,nan,0.574265695312705,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.01,0.0,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.025,0.0,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.05,0.0,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.1,0.0,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.15,0.0,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.2,0.0,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.25,0.0,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.3,0.0,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.35,0.0,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.4,0.0181857194683567,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.45,0.2865144489030022,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.5,0.5742656953127052,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.55,0.8845279511205058,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.6,1.221991581584997,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.65,1.593508216406414,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.7,2.009228232212658,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.75,2.484856917594223,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.8,3.0464721975579856,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.85,3.742310472159086,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.9,4.678742610272689,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.95,6.18659332180914,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.975,7.605701598911368,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,02,quantile,0.99,9.38038681236846,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,point,nan,78.13350110934101,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.01,34.0316610020814,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.025,39.5905617158728,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.05,44.7697109348988,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.1,51.210285167477075,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.15,55.84614833024913,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.2,59.70064931025955,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.25,63.129160128092664,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.3,66.30493450221937,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.35,69.33039456448766,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.4,72.27541534156293,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.45,75.19405914675518,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.5,78.133501109341,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.55,81.139989288296,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.6,84.26410568899877,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.65,87.56698103151777,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.7,91.1295856658968,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.75,95.06920898132569,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.8,99.5732227871723,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.85,104.98034771262638,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.9,112.026708190242,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.95,122.97555135322231,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.975,132.9682416306841,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,04,quantile,0.99,145.17651517325123,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,05,point,nan,9.536209593820264,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,05,quantile,0.01,0.5357054440428419,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,05,quantile,0.025,1.314575775405293,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,05,quantile,0.05,2.152016809236452,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,05,quantile,0.1,3.3274773726844264,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,05,quantile,0.15,4.256693481396492,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,05,quantile,0.2,5.077868079820039,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,05,quantile,0.25,5.843019816071472,0,MIGHTE-Nsemble
2023-05-06,wk inc flu hosp,2023-05-06,05,quantile,0.3,6.579400820644989,0,MIGHTE-Nsemble
