reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon,model
2022-12-10,wk inc flu hosp,2022-12-10,01,point,nan,346.3369984472952,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.01,233.4885993119161,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.025,249.45537430240836,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.05,263.71530891944275,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.1,280.7708308733082,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.15,292.654939485882,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.2,302.3190213660005,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.25,310.76577948576426,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.3,318.4747304260813,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.35,325.72318015501935,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.4,332.6951255844681,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.45,339.52802616605936,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.5,346.33699844729506,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.55,353.23011089313036,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.6,360.32087471103273,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.65,367.74193290612135,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.7,375.66453986828384,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.75,384.3322472448346,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.8,394.12907462347664,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.85,405.7424317085539,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.9,420.6535095273521,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.95,443.37242809188984,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.975,463.6823840420667,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,01,quantile,0.99,488.01197458998047,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,02,point,nan,66.47677981305523,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,02,quantile,0.01,49.654551510788096,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,02,quantile,0.025,52.1766376486811,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,02,quantile,0.05,54.384388888849806,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,02,quantile,0.1,56.97369393288227,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,02,quantile,0.15,58.74704076967569,0,MIGHTE-Nsemble
2022-12-10,wk inc flu hosp,2022-12-10,02,quantile,0.2,60.171482223175005,0,MIGHTE-Nsemble
