reference_date,target,target_end_date,output_type_id,output_type,location,value,horizon,model
2022-11-26,wk inc flu hosp,2022-11-26,nan,point,US,13015.719001315145,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.01,quantile,US,10125.855011173817,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.025,quantile,US,10491.085113572732,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.05,quantile,US,10826.37943184809,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.1,quantile,US,11252.865998085304,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.15,quantile,US,11551.315410402363,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.2,quantile,US,11802.92158816611,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.25,quantile,US,12029.344286308851,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.3,quantile,US,12236.898914670566,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.35,quantile,US,12435.93351089017,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.4,quantile,US,12630.836451821224,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.45,quantile,US,12822.26617299431,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.5,quantile,US,13015.719001315145,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.55,quantile,US,13213.210328914707,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.6,quantile,US,13417.193247952997,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.65,quantile,US,13633.809728598748,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.7,quantile,US,13864.807445443766,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.75,quantile,US,14117.679031255038,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.8,quantile,US,14400.8419476841,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.85,quantile,US,14737.931768476486,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.9,quantile,US,15162.799320058124,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.95,quantile,US,15798.53165368218,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.975,quantile,US,16357.524019785587,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-11-26,0.99,quantile,US,17023.341510656068,0,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,nan,point,US,13484.860894786463,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.01,quantile,US,9457.848369289608,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.025,quantile,US,9935.29196951145,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.05,quantile,US,10396.46730631827,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.1,quantile,US,10985.641870630428,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.15,quantile,US,11407.79253941629,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.2,quantile,US,11759.571338573984,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.25,quantile,US,12084.23502518134,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.3,quantile,US,12381.906596404911,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.35,quantile,US,12660.46849653203,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.4,quantile,US,12936.868392635952,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.45,quantile,US,13212.032846259171,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.5,quantile,US,13484.860894786463,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.55,quantile,US,13764.576581218862,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.6,quantile,US,14059.641115337605,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.65,quantile,US,14361.636007769512,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.7,quantile,US,14695.159665120733,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.75,quantile,US,15058.099400478137,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.8,quantile,US,15474.387106734906,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.85,quantile,US,15979.476904185884,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.9,quantile,US,16629.529804573573,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.95,quantile,US,17638.173928588203,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.975,quantile,US,18546.041454873677,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-03,0.99,quantile,US,19600.955247758255,1,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,nan,point,US,14587.645234686464,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.01,quantile,US,8944.759490483952,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.025,quantile,US,9587.599991905903,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.05,quantile,US,10213.04127882641,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.1,quantile,US,11016.047583384636,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.15,quantile,US,11609.595916125423,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.2,quantile,US,12117.464039520615,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.25,quantile,US,12573.709427435722,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.3,quantile,US,13005.539249218016,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.35,quantile,US,13406.425567813809,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.4,quantile,US,13806.948045149076,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.45,quantile,US,14193.49774926045,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.5,quantile,US,14587.645234686464,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.55,quantile,US,15001.386586860286,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.6,quantile,US,15420.213922005229,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.65,quantile,US,15859.486967332236,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.7,quantile,US,16337.29140726643,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.75,quantile,US,16872.127624649223,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.8,quantile,US,17491.254582775244,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.85,quantile,US,18240.418380019597,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.9,quantile,US,19208.052096286443,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.95,quantile,US,20714.9640943036,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.975,quantile,US,22064.744482226248,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-10,0.99,quantile,US,23761.188516399787,2,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-17,nan,point,US,15278.519676366375,3,MOBS-GLEAM_FLUH
2022-11-26,wk inc flu hosp,2022-12-17,0.01,quantile,US,8161.526704098481,3,MOBS-GLEAM_FLUH
