reference_date,target,target_end_date,output_type_id,output_type,location,value,horizon,model
2023-01-07,wk inc flu hosp,2023-01-07,nan,point,US,10262.525945955656,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.01,quantile,US,5470.830793182468,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.025,quantile,US,5854.9182684799625,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.05,quantile,US,6286.209636670363,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.1,quantile,US,6891.210621355942,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.15,quantile,US,7381.692091807168,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.2,quantile,US,7813.143261506619,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.25,quantile,US,8229.949991804418,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.3,quantile,US,8630.56660636337,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.35,quantile,US,9034.440362773286,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.4,quantile,US,9438.54536490796,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.45,quantile,US,9842.453287106478,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.5,quantile,US,10262.525945955656,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.55,quantile,US,10699.11731731506,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.6,quantile,US,11156.0041119914,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.65,quantile,US,11638.225369022792,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.7,quantile,US,12159.606747364256,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.75,quantile,US,12724.340387990564,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.8,quantile,US,13348.842454770172,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.85,quantile,US,14063.734738814672,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.9,quantile,US,14915.45668054745,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.95,quantile,US,16076.204386631109,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.975,quantile,US,16967.49157147452,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-07,0.99,quantile,US,17886.453140331338,0,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-14,nan,point,US,7567.479624384852,1,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-14,0.01,quantile,US,3702.6135091030296,1,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-14,0.025,quantile,US,4007.5123895733186,1,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-14,0.05,quantile,US,4344.219230299879,1,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-14,0.1,quantile,US,4821.980602147008,1,MOBS-GLEAM_FLUH
2023-01-07,wk inc flu hosp,2023-01-14,0.15,quantile,US,5203.899448285342,1,MOBS-GLEAM_FLUH
